variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,predicted_language,language_confidence,target_language_probability,valid_target_language,wrong_language_detected,full_english_copy_detected,code_switch_eligible_window_count,code_switch_english_window_count,code_switch_english_window_fraction,code_switch_detected,hard_language_flag,comparison_source_lid,comparison_source_text,english_token_count,target_token_count,expansion_ratio,aligned_reference_eligible,aligned_reference_similarity,comparison_reference_similarity,aligned_reference_advantage,manual_target_language_acceptable,manual_actual_code_switch,manual_grammar_naturalness_1_5,manual_legitimate_variation,manual_aligned_reference_interpretation,manual_notes
original__es__719f8df973c2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id95,es,Spanish,CLEAN,clean,clean,5,Id2,Id2,"['Mermaid_(Train_song) | releaseDate | 2012-12-27', ""Mermaid_(Train_song) | precededBy | This'll_Be_My_Year"", 'Mermaid_(Train_song) | writer | Espen_Lind', 'Mermaid_(Train_song) | runtime | 3.16', 'Mermaid_(Train_song) | writer | Amund_Bjørklund']","['Mermaid_(canción_de_Train) | FechaDePublicación | 27-12-2012', 'Mermaid_(canción_de_Train) | PrecedidoPor | Este_será_mi_año', 'Mermaid_(canción_de_Train) | Escritor | Espen_Lind', 'Mermaid_(canción_de_Train) | TiempoDeEjecución | 3.16', 'Mermaid_(canción_de_Train) | Escritor | Amund_Bjørklund']","['Mermaid_(canción_de_Train) | FechaDePublicación | 27-12-2012', 'Mermaid_(canción_de_Train) | PrecedidoPor | Este_será_mi_año', 'Mermaid_(canción_de_Train) | Escritor | Espen_Lind', 'Mermaid_(canción_de_Train) | TiempoDeEjecución | 3.16', 'Mermaid_(canción_de_Train) | Escritor | Amund_Bjørklund']","Train released their song Mermaid on December 27th, 2012. The song was written by Amund Bjorklund and Espen Lind, and runs three minutes and sixteen seconds long. Train's most recent song before Mermaid was This'll Be My Year.","Train lanzó su canción Mermaid el 27-12-2012. La canción fue escrita por Amund Bjorklund y Espen Lind, y dura tres minutos y dieciséis segundos. La canción más reciente de Train antes de Mermaid era This'll Be My Year.","Train lanzó su canción Mermaid el 27-12-2012. La canción fue escrita por Amund Bjorklund y Espen Lind, y dura tres minutos y dieciséis segundos. La canción más reciente de Train antes de Mermaid era This'll Be My Year.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id95,False,,,,,,es,0.9011810421943665,0.9011810421943665,True,False,False,5,0,0.0,False,False,Id1,"The train song Mermaid, released on Dec. 27th, 2012 and written by Amund Bjorklund and Espen Lind, was preceded by the song This'll Be My Year. Mermaid lasts 3.16 minutes.",38,38,1.0,True,0.9734013676643372,0.9410116672515869,0.032389700412750244,,,,,,
original__es__f00b6edf54b0,train/3triples/Food.xml::Id122::Id2,train/3triples/Food.xml::Id122,es,Spanish,CLEAN,clean,clean,3,Id2,Id2,"['Bacon_sandwich | dishVariation | BLT', 'Bacon_sandwich | country | United_Kingdom', 'Bacon_sandwich | ingredient | Brown_sauce']","['Sándwich_de_tocino | VariaciónDePlato | Sándwich_BLT', 'Sándwich_de_tocino | País | Reino_Unido', 'Sándwich_de_tocino | Ingrediente | Salsa_marrón']","['Sándwich_de_tocino | VariaciónDePlato | Sándwich_BLT', 'Sándwich_de_tocino | País | Reino_Unido', 'Sándwich_de_tocino | Ingrediente | Salsa_marrón']","A variation of the BLT, the bacon sandwich is from the United Kingdom and can contain brown sauce.","Variante del BLT, el sándwich de beicon procede del Reino Unido y puede contener salsa marrón.","Variante del BLT, el sándwich de beicon procede del Reino Unido y puede contener salsa marrón.",False,train/3triples/Food.xml,train,3triples,Food,Id122,False,,,,,,es,0.8970197439193726,0.8970197439193726,True,False,False,2,0,0.0,False,False,Id1,"Brown sauce is an ingredient of a Bacon Sandwich, a dish from the United Kingdom. Another variation for a bacon sandwich is a BLT.",18,16,0.8888888888888888,True,0.887617826461792,0.8100770711898804,0.07754075527191162,,,,,,
original__es__b4057a22ac9b,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id874::Id3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id874,es,Spanish,CLEAN,clean,clean,3,Id3,Id3,"['Lady_Anne_Monson | deathDate | 1776-02-18', 'Lady_Anne_Monson | birthPlace | Kingdom_of_England', 'Lady_Anne_Monson | nationality | Kingdom_of_England']","['Anne_Monson | FechaDeDefunción | 18-02-1776', 'Anne_Monson | LugarDeNacimiento | Reino_de_Inglaterra', 'Anne_Monson | Nacionalidad | Reino_de_Inglaterra']","['Anne_Monson | FechaDeDefunción | 18-02-1776', 'Anne_Monson | LugarDeNacimiento | Reino_de_Inglaterra', 'Anne_Monson | Nacionalidad | Reino_de_Inglaterra']","Lady Anne Monson was born in the Kingdom of England and has an English Nationality, she died on 1776-02-18.","Lady Anne Monson nació en el Reino de Inglaterra y tiene nacionalidad inglesa, murió el 18 de febrero de 1776.","Lady Anne Monson nació en el Reino de Inglaterra y tiene nacionalidad inglesa, murió el 18 de febrero de 1776.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id874,False,,,,,,es,0.966964840888977,0.966964840888977,True,False,False,2,0,0.0,False,False,Id1,"Lady Anne Monson, who was born in the Kingdom of England, lived there, and held British nationality, died on February 18th, 1776.",19,20,1.0526315789473684,True,0.9693509340286255,0.9785264134407043,-0.009175479412078857,,,,,,
original__es__461ed148d387,train/2triples/Politician.xml::Id132::Id2,train/2triples/Politician.xml::Id132,es,Spanish,CLEAN,clean,clean,2,Id2,Id2,"['Airey_Neave | battle | World_War_II', 'World_War_II | commander | Benito_Mussolini']","['Airey_Neave | Batalla | Segunda_Guerra_Mundial', 'Segunda_Guerra_Mundial | Comandante | Benito_Mussolini']","['Airey_Neave | Batalla | Segunda_Guerra_Mundial', 'Segunda_Guerra_Mundial | Comandante | Benito_Mussolini']",Airey Neave was in World War II and a commander there was Benito Mussolini.,Airey Neave estuvo en la Segunda Guerra Mundial y un comandante allí era Benito Mussolini.,Airey Neave estuvo en la Segunda Guerra Mundial y un comandante allí era Benito Mussolini.,False,train/2triples/Politician.xml,train,2triples,Politician,Id132,False,,,,,,es,0.7504310011863708,0.7504310011863708,True,False,False,2,0,0.0,False,False,Id1,Both Airey Neave and Benito Mussolini (commander) participated in World War II.,14,15,1.0714285714285714,True,0.970181405544281,0.9224726557731628,0.047708749771118164,,,,,,
original__es__37969b5349fb,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id771::Id1,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id771,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama', 'Brandon_Carter | birthPlace | England']","['Brandon_Carter | AsesorDoctoral | Dennis_William_Sciama', 'Brandon_Carter | LugarDeNacimiento | Inglaterra']","['Brandon_Carter | AsesorDoctoral | Dennis_William_Sciama', 'Brandon_Carter | LugarDeNacimiento | Inglaterra']","Brandon Carter, born in England, had Dennis William Sciama as his doctoral advisor.","Brandon Carter, nacido en Inglaterra, tuvo como asesor doctoral a Dennis William Sciama.","Brandon Carter, nacido en Inglaterra, tuvo como asesor doctoral a Dennis William Sciama.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id771,False,,,,,,es,0.8188302516937256,0.8188302516937256,True,False,False,1,0,0.0,False,False,Id2,Dennis William Sciama is the doctoral advisor for Brandon Carter who was born in England.,13,13,1.0,True,0.9845709204673767,0.9723184704780579,0.012252449989318848,,,,,,
original__es__07c97b058e5e,train/2triples/CelestialBody.xml::Id63::Id2,train/2triples/CelestialBody.xml::Id63,es,Spanish,CLEAN,clean,clean,2,Id2,Id2,"['1036_Ganymed | rotationPeriod | 37116.0', '1036_Ganymed | apoapsis | 611961000.0 (kilometres)']","['(1036)_Ganymed | PeríodoDeRotación | 37116.0', '(1036)_Ganymed | Apoapsis | 611961000.0_(kilómetros)']","['(1036)_Ganymed | PeríodoDeRotación | 37116.0', '(1036)_Ganymed | Apoapsis | 611961000.0_(kilómetros)']","1036 Ganymed has a rotational period of 37116.0, and an apoapsis of 611961000.0 kilometres.","1036 Ganymed tiene un período de rotación de 37116,0, y un apoapsis de 611961000,0 kilómetros.","1036 Ganymed tiene un período de rotación de 37116,0, y un apoapsis de 611961000,0 kilómetros.",False,train/2triples/CelestialBody.xml,train,2triples,CelestialBody,Id63,False,,,,,,es,0.8914933204650879,0.8914933204650879,True,False,False,2,0,0.0,False,False,Id1,1036 Ganymed has a rotational period of 37116.0 and an apoapsis measurement of 611961000.0 km.,14,15,1.0714285714285714,True,0.9531300067901611,0.9150090217590332,0.03812098503112793,,,,,,
original__es__cb5dacbbec1b,train/1triples/Food_allSolutions.xml::Id142::Id1,train/1triples/Food_allSolutions.xml::Id142,es,Spanish,CLEAN,clean,clean,1,Id1,Id1,['Beef_kway_teow | ingredient | Sesame_oil'],['Carne_kway_teow | Ingrediente | aceite_de_sésamo'],['Carne_kway_teow | Ingrediente | aceite_de_sésamo'],Sesame oil is an ingredient in beef kway teow.,El aceite de sésamo es un ingrediente del beef kway teow.,El aceite de sésamo es un ingrediente del beef kway teow.,False,train/1triples/Food_allSolutions.xml,train,1triples,Food,Id142,False,,,,,,es,0.7803583145141602,0.7803583145141602,True,False,False,1,0,0.0,False,False,,,9,11,1.2222222222222223,False,,,,,,,,,
original__es__01f9461a3684,train/1triples/City_allSolutions.xml::Id136::Id1,train/1triples/City_allSolutions.xml::Id136,es,Spanish,CLEAN,clean,clean,1,Id1,Id1,"['Attica,_Indiana | isPartOf | Logan_Township,_Fountain_County,_Indiana']","['Attica | FormaParteDe | Municipio_de_Logan_(condado_de_Fountain,_Indiana)']","['Attica | FormaParteDe | Municipio_de_Logan_(condado_de_Fountain,_Indiana)']","Attica, Indiana is part of Logan Township, Fountain County, Indiana.","Attica, Indiana es parte de Logan Township, Condado de Fountain, Indiana.","Attica, Indiana es parte de Logan Township, Condado de Fountain, Indiana.",False,train/1triples/City_allSolutions.xml,train,1triples,City,Id136,False,,,,,,es,0.8062443733215332,0.8062443733215332,True,False,False,1,0,0.0,False,False,Id2,Attica is a city in Logan Township which is a part of Fountain County in Indiana.,10,11,1.1,True,0.9810869097709656,0.9461373686790466,0.034949541091918945,,,,,,
original__es__a80e3dce05cc,train/3triples/SportsTeam.xml::Id72::Id3,train/3triples/SportsTeam.xml::Id72,es,Spanish,CLEAN,clean,clean,3,Id3,Id3,"['A.F.C._Blackpool | manager | Stuart_Parker_(footballer)', 'Stuart_Parker_(footballer) | club | KV_Mechelen', 'Stuart_Parker_(footballer) | club | Stockport_County_F.C.']","['A.F.C._Blackpool | Director | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Club | KV_Malinas', 'Stuart_Parker_(futbolista) | Club | Stockport_County_Football_Club']","['A.F.C._Blackpool | Director | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Club | KV_Malinas', 'Stuart_Parker_(futbolista) | Club | Stockport_County_Football_Club']",AFC Blackpool have had Stuart Parker as their manager. He has also represented the club KV Mechelen and once played for Stockport County FC.,El AFC Blackpool ha tenido como entrenador a Stuart Parker. También ha representado al club KV Mechelen y una vez jugó en el Stockport County FC.,El AFC Blackpool ha tenido como entrenador a Stuart Parker. También ha representado al club KV Mechelen y una vez jugó en el Stockport County FC.,False,train/3triples/SportsTeam.xml,train,3triples,SportsTeam,Id72,False,,,,,,es,0.8748739361763,0.8748739361763,True,False,False,3,0,0.0,False,False,Id1,The manager of A.F.C. Blackpool is Stuart Parker who once played for Stockport County FC and currently plays for KV Mechelen.,24,26,1.0833333333333333,True,0.9796807169914246,0.9290410280227661,0.05063968896865845,,,,,,
original__es__05b29058ede3,train/4triples/Company.xml::Id23::Id1,train/4triples/Company.xml::Id23,es,Spanish,CLEAN,clean,clean,4,Id1,Id1,"['GMA_New_Media | foundingDate | 2000-01-01', 'GMA_New_Media | product | Mobile_Applications', 'GMA_New_Media | industry | Mass_Media', 'GMA_New_Media | keyPerson | Felipe_Gozon']","['GMA_Nuevos_Medios | FechaDeFundación | 01-01-2000', 'GMA_Nuevos_Medios | Producto | Aplicaciones_móviles', 'GMA_Nuevos_Medios | Industria | Medios_de_comunicación', 'GMA_Nuevos_Medios | PersonaClave | Felipe_Gozon']","['GMA_Nuevos_Medios | FechaDeFundación | 01-01-2000', 'GMA_Nuevos_Medios | Producto | Aplicaciones_móviles', 'GMA_Nuevos_Medios | Industria | Medios_de_comunicación', 'GMA_Nuevos_Medios | PersonaClave | Felipe_Gozon']","GMA New Media, a mass media company offering products such as mobile applications, was founded on January 1, 2000. Felipe Gozon is a key person at the company.","GMA New Media, empresa de medios de comunicación que ofrece productos como aplicaciones para móviles, se fundó el 1 de enero de 2000. Felipe Gozón es una persona clave en la empresa.","GMA New Media, empresa de medios de comunicación que ofrece productos como aplicaciones para móviles, se fundó el 1 de enero de 2000. Felipe Gozón es una persona clave en la empresa.",False,train/4triples/Company.xml,train,4triples,Company,Id23,False,,,,,,es,0.8969690799713135,0.8969690799713135,True,False,False,4,0,0.0,False,False,Id2,"Felipe Gozon is a key person at GMA New Media (founded 01-01-2000), a mass media company that makes mobile applications.",28,32,1.1428571428571428,True,0.9812178611755371,0.9007593393325806,0.08045852184295654,,,,,,
original__es__f920bb5e1437,train/3triples/Athlete.xml::Id54::Id2,train/3triples/Athlete.xml::Id54,es,Spanish,CLEAN,clean,clean,3,Id2,Id2,"['Akeem_Adams | club | Ferencvárosi_TC', 'Akeem_Adams | club | United_Petrotrin_F.C.', 'United_Petrotrin_F.C. | ground | Palo_Seco']","['Akeem_Adams | Club | Ferencváros_T.C.', 'Akeem_Adams | Club | United_Petrotrin', 'United_Petrotrin | Suelo | Palo_Seco']","['Akeem_Adams | Club | Ferencváros_T.C.', 'Akeem_Adams | Club | United_Petrotrin', 'United_Petrotrin | Suelo | Palo_Seco']",Akeem Adams plays for Ferencvarosi TC and is a member of the United Petrotrin F.C. club who play in Palo Seco.,Akeem Adams juega en el Ferencvarosi TC y es miembro del club United Petrotrin F.C. que juega en Palo Seco.,Akeem Adams juega en el Ferencvarosi TC y es miembro del club United Petrotrin F.C. que juega en Palo Seco.,False,train/3triples/Athlete.xml,train,3triples,Athlete,Id54,False,,,,,,es,0.9105319976806641,0.9105319976806641,True,False,False,2,0,0.0,False,False,Id1,Akeem Adams played for United Petrotrin F.C. whose home is Palo Seco grounds. He now plays with Ferencvarosi TC.,21,20,0.9523809523809523,True,0.9861413836479187,0.920291543006897,0.06584984064102173,,,,,,
original__es__89c204d306fe,dev/4triples/Building.xml::Id12::Id3,dev/4triples/Building.xml::Id12,es,Spanish,CLEAN,clean,clean,4,Id3,Id3,"['Adisham_Hall | location | Sri_Lanka', 'Adisham_Hall | architecturalStyle | Tudor_Revival_architecture', 'Adisham_Hall | completionDate | 1931', 'Adisham_Hall | buildingStartDate | ""1927""']","['Sala_Adisham | Ubicación | Sri_Lanka', 'Sala_Adisham | EstiloArquitectónico | Arquitectura_Neo-tudor', 'Sala_Adisham | FechaDeFinalización | 1931', 'Sala_Adisham | FechaDeInicioDeLaConstrucción | 1927']","['Sala_Adisham | Ubicación | Sri_Lanka', 'Sala_Adisham | EstiloArquitectónico | Arquitectura_Neo-tudor', 'Sala_Adisham | FechaDeFinalización | 1931', 'Sala_Adisham | FechaDeInicioDeLaConstrucción | 1927']","Designed in the Tudor Revival architectural style, Adisham Hall is located in Sri Lanka and was built in 1927 and completed in 1931.","Diseñado en estilo arquitectónico Tudor Revival, el Adisham Hall se encuentra en Sri Lanka y fue construido en 1927 y terminado en 1931.","Diseñado en estilo arquitectónico Tudor Revival, el Adisham Hall se encuentra en Sri Lanka y fue construido en 1927 y terminado en 1931.",False,dev/4triples/Building.xml,dev,4triples,Building,Id12,False,,,,,,es,0.9602341055870056,0.9602341055870056,True,False,False,3,0,0.0,False,False,Id1,Construction of Adisham Hall in Sri Lanka began in 1927 and ended in 1931. It was built in the Tudor Revival architectural style.,23,23,1.0,True,0.9934226274490356,0.97125244140625,0.022170186042785645,,,,,,
original__es__d545110b74f7,train/5triples/Astronaut.xml::Id65::Id2,train/5triples/Astronaut.xml::Id65,es,Spanish,CLEAN,clean,clean,5,Id2,Id2,"['Elliot_See | almaMater | University_of_Texas_at_Austin', 'University_of_Texas_at_Austin | affiliation | University_of_Texas_System', 'University_of_Texas_at_Austin | competeIn | Big_12_Conference', 'Elliot_See | deathPlace | St._Louis', 'Elliot_See | deathDate | ""1966-02-28""']","['Elliot_See | AlmaMáter | Universidad_de_Texas_en_Austin', 'Universidad_de_Texas_en_Austin | Afiliación | Sistema_Universitario_de_Texas', 'Universidad_de_Texas_en_Austin | CompetirEn | Big_12_Conference', 'Elliot_See | LugarDeLaMuerte | San_Luis', 'Elliot_See | FechaDeDefunción | 28-02-1966']","['Elliot_See | AlmaMáter | Universidad_de_Texas_en_Austin', 'Universidad_de_Texas_en_Austin | Afiliación | Sistema_Universitario_de_Texas', 'Universidad_de_Texas_en_Austin | CompetirEn | Big_12_Conference', 'Elliot_See | LugarDeLaMuerte | San_Luis', 'Elliot_See | FechaDeDefunción | 28-02-1966']","Elliot See attended the University of Texas at Austin (part of the University of Texas System) who are competing in the Big 12 Conference. Elliot See died on February 28, 1966 in St. Louis.","Elliot See estudió en la Universidad de Texas en Austin (parte del sistema de la Universidad de Texas), que compite en la Big 12 Conference. Elliot See falleció el 28 de febrero de 1966 en St.","Elliot See estudió en la Universidad de Texas en Austin (parte del sistema de la Universidad de Texas), que compite en la Big 12 Conference. Elliot See falleció el 28 de febrero de 1966 en St.",False,train/5triples/Astronaut.xml,train,5triples,Astronaut,Id65,False,,,,,,es,0.8993092775344849,0.8993092775344849,True,False,False,4,0,0.0,False,False,Id1,"Elliot See attended the University of Texas at Austin, which is affiliated to the University of Texas System and will compete in the Big 12 Conference. Elliot See died in St. Louis on February 28, 1966.",34,36,1.0588235294117647,True,0.9682462215423584,0.9613343477249146,0.006911873817443848,,,,,,
original__es__a393cb6cb53c,train/5triples/Astronaut.xml::Id17::Id3,train/5triples/Astronaut.xml::Id17,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Alan_Shepard | almaMater | ""NWC, M.A. 1957""', 'Alan_Shepard | deathPlace | California', 'Alan_Shepard | birthPlace | New_Hampshire', 'Alan_Shepard | selectedByNasa | 1959', 'Alan_Shepard | nationality | United_States']","['Alan_Bartlett_Shepard | AlmaMáter | NWC,_M.A._1957', 'Alan_Bartlett_Shepard | LugarDeLaMuerte | California', 'Alan_Bartlett_Shepard | LugarDeNacimiento | Nuevo_Hampshire', 'Alan_Bartlett_Shepard | SeleccionadoPorLaNasa | 1959', 'Alan_Bartlett_Shepard | Nacionalidad | Estados_Unidos']","['Alan_Bartlett_Shepard | AlmaMáter | NWC,_M.A._1957', 'Alan_Bartlett_Shepard | LugarDeLaMuerte | California', 'Alan_Bartlett_Shepard | LugarDeNacimiento | Nuevo_Hampshire', 'Alan_Bartlett_Shepard | SeleccionadoPorLaNasa | 1959', 'Alan_Bartlett_Shepard | Nacionalidad | Estados_Unidos']",Alan Shepard was an American born in New Hampshire. He graduated from NWC MA in 1957 and was selected by NASA in 1950. He died in California.,Alan Shepard fue un estadounidense nacido en New Hampshire. Se graduó en la NWC MA en 1957 y fue seleccionado por la NASA en 1950. Murió en California.,Alan Shepard fue un estadounidense nacido en New Hampshire. Se graduó en la NWC MA en 1957 y fue seleccionado por la NASA en 1950. Murió en California.,False,train/5triples/Astronaut.xml,train,5triples,Astronaut,Id17,False,,,,,,es,0.9812589883804321,0.9812589883804321,True,False,False,3,0,0.0,False,False,Id1,Alan Shepard was a US astronaut. born in New Hampshire in 1959. He graduated from NWC with an M.A. in 1957. In 1959 he was selected by NASA. Alan Shepard died in California.,27,28,1.037037037037037,True,0.9615147113800049,0.8227677345275879,0.138746976852417,,,,,,
original__es__57898022eb0c,train/2triples/Artist.xml::Id73::Id1,train/2triples/Artist.xml::Id73,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Ahmet_Ertegun | genre | Rhythm_and_blues', 'Rhythm_and_blues | stylisticOrigin | Blues']","['Ahmet_Ertegün | Género | rhythm_and_blues', 'rhythm_and_blues | OrigenEstilístico | Blues']","['Ahmet_Ertegün | Género | rhythm_and_blues', 'rhythm_and_blues | OrigenEstilístico | Blues']",Ahmet Ertegun music genre are Rhythm and Blues which originated from blues music.,"El género musical de Ahmet Ertegun es el Rhythm and Blues, que tiene su origen en la música Blues.","El género musical de Ahmet Ertegun es el Rhythm and Blues, que tiene su origen en la música Blues.",False,train/2triples/Artist.xml,train,2triples,Artist,Id73,False,,,,,,es,0.9384812116622925,0.9384812116622925,True,False,False,2,0,0.0,False,False,Id2,"Ahmet Ertegun performs rhythm and blues music, a genre that originated from blues.",13,19,1.4615384615384615,True,0.9693912267684937,0.9596028327941895,0.0097883939743042,,,,,,
original__es__153ea984615d,train/5triples/SportsTeam.xml::Id25::Id3,train/5triples/SportsTeam.xml::Id25,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C', 'Campeonato_Brasileiro_Série_C | country | Brazil', 'Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000', 'Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube']","['Agremiação_Sportiva_Arapiraquense | Liga | Campeonato_Brasileño_de_Serie_C', 'Campeonato_Brasileño_de_Serie_C | País | Brasil', 'Agremiação_Sportiva_Arapiraquense | NúmeroDeMiembros | 17000', 'Agremiação_Sportiva_Arapiraquense | Suelo | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campeonato_Brasileño_de_Serie_C | Campeones | Vila_Nova_Futebol_Clube']","['Agremiação_Sportiva_Arapiraquense | Liga | Campeonato_Brasileño_de_Serie_C', 'Campeonato_Brasileño_de_Serie_C | País | Brasil', 'Agremiação_Sportiva_Arapiraquense | NúmeroDeMiembros | 17000', 'Agremiação_Sportiva_Arapiraquense | Suelo | Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'Campeonato_Brasileño_de_Serie_C | Campeones | Vila_Nova_Futebol_Clube']","Vila Nova Futebol Clube have been champions of Campeonato Brasileiro Série C. league in Brazil. Agremiação Sportiva Arapiraquense, who have 17000 members, also play in the league and have their home ground at Estádio Municipal Coaracy da Mata Fonseca.","El Vila Nova Futebol Clube ha sido campeón de la liga Campeonato Brasileiro Série C. de Brasil. La Agremiação Sportiva Arapiraquense, que cuenta con 17.000 socios, también juega en la liga y tiene su estadio en el Estádio Municipal Coaracy da Mata Fonseca.","El Vila Nova Futebol Clube ha sido campeón de la liga Campeonato Brasileiro Série C. de Brasil. La Agremiação Sportiva Arapiraquense, que cuenta con 17.000 socios, también juega en la liga y tiene su estadio en el Estádio Municipal Coaracy da Mata Fonseca.",False,train/5triples/SportsTeam.xml,train,5triples,SportsTeam,Id25,False,,,,,,es,0.9497488737106323,0.9497488737106323,True,False,False,5,0,0.0,False,False,Id1,"Agremiação Sportiva Arapiraquense, whose ground is Estádio Municipal Coaracy da Mata Fonseca, play in the Campeonato Brasileiro Série C league in Brazil. Agremiacao Sportiva Arapiraquense has 17000 members and Vila Nova Futebol Clube have been champions of Campeonato Brasileiro Série C.",39,43,1.1025641025641026,True,0.9566957950592041,0.8816505670547485,0.07504522800445557,,,,,,
original__es__12c6ea4de883,dev/5triples/Artist.xml::Id29::Id3,dev/5triples/Artist.xml::Id29,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Uruguay | leader | Raúl_Fernando_Sendic_Rodríguez', 'Alfredo_Zitarrosa | deathPlace | Montevideo', 'Montevideo | country | Uruguay', 'Montevideo | leader | Daniel_Martínez_(politician)', 'Uruguay | language | Spanish_language']","['Uruguay | Líder | Raúl_Sendic_Rodríguez', 'Alfredo_Zitarrosa | LugarDeLaMuerte | Montevideo', 'Montevideo | País | Uruguay', 'Montevideo | Líder | Daniel_Martínez_(político)', 'Uruguay | Idioma | español']","['Uruguay | Líder | Raúl_Sendic_Rodríguez', 'Alfredo_Zitarrosa | LugarDeLaMuerte | Montevideo', 'Montevideo | País | Uruguay', 'Montevideo | Líder | Daniel_Martínez_(político)', 'Uruguay | Idioma | español']","Raúl Fernando Sendic Rodríguez is the leader of Spanish speaking, Uruguay. Daniel Martinez is the leader of Montevideo, the final resting place of Alfredo Zitarrosa.","Raúl Fernando Sendic Rodríguez es el líder de Uruguay de habla hispana. Daniel Martínez es el líder de Montevideo, última morada de Alfredo Zitarrosa.","Raúl Fernando Sendic Rodríguez es el líder de Uruguay de habla hispana. Daniel Martínez es el líder de Montevideo, última morada de Alfredo Zitarrosa.",False,dev/5triples/Artist.xml,dev,5triples,Artist,Id29,False,,,,,,es,0.6524097323417664,0.6524097323417664,False,False,False,3,0,0.0,False,False,Id1,"Alfredo Zitarrosa died in Montevideo, Uruguay. Daniel Martinez is a political leader in Montevideo, and Raul Fernando Sendic Rodriguez is a leader in Uruguay, where Spanish is spoken.",25,24,0.96,True,0.9646733999252319,0.8898879885673523,0.07478541135787964,,,,,,
original__es__9f5f225f29d1,train/5triples/Artist.xml::Id132::Id3,train/5triples/Artist.xml::Id132,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"[""Alison_O'Donnell | genre | Jazz"", 'Jazz | stylisticOrigin | Blues', 'Jazz | derivative | Funk', 'Jazz | musicFusionGenre | Afrobeat', ""Alison_O'Donnell | instrument | Autoharp""]","[""Alison_O'Donnell | Género | jazz"", 'jazz | OrigenEstilístico | Blues', 'jazz | Derivado | funk', 'jazz | GéneroMusicalFusión | afrobeat', ""Alison_O'Donnell | Instrumento | autoarpa""]","[""Alison_O'Donnell | Género | jazz"", 'jazz | OrigenEstilístico | Blues', 'jazz | Derivado | funk', 'jazz | GéneroMusicalFusión | afrobeat', ""Alison_O'Donnell | Instrumento | autoarpa""]",Jazz music originates from the Blues and is the basis for Afrobeat fusion and funk. Jazz musician Alison O'Donnell plays the autoharp.,La música jazz tiene su origen en el Blues y es la base de la fusión del afrobeat y el funk. La músico de jazz Alison O'Donnell toca el autoarpa.,La música jazz tiene su origen en el Blues y es la base de la fusión del afrobeat y el funk. La músico de jazz Alison O'Donnell toca el autoarpa.,False,train/5triples/Artist.xml,train,5triples,Artist,Id132,False,,,,,,es,0.9149660468101501,0.9149660468101501,True,False,False,4,0,0.0,False,False,Id1,"Alison O'Donnell plays the autoharp and performs jazz music. Jazz style originates from the Blues, and Funk and Afrobeat are derivatives of Jazz.",22,30,1.3636363636363635,True,0.9392816424369812,0.9078279733657837,0.03145366907119751,,,,,,
