language,language_label,component_type,source_normalized,source_example,minimum_occurrences,occurrences,target_form_count,dominant_target_form,dominant_target_count,dominant_mapping_rate,mapping_review_signal,target_forms
ca,Catalan,entity_or_value,160.0 (kelvins),160.0 (kelvins),2,2,1,160.0 (kelvins),2,1.0,False,"{""160.0 (kelvins)"": 2}"
ca,Catalan,entity_or_value,16000,16000,2,30,1,16000,30,1.0,False,"{""16000"": 30}"
ca,Catalan,entity_or_value,1604.0,1604.0,2,38,1,1604.0,38,1.0,False,"{""1604.0"": 38}"
ca,Catalan,entity_or_value,161.54 (square kilometres),161.54 (square kilometres),2,5,1,"161,54 (kilòmetres quadrats)",5,1.0,False,"{""161,54 (kilòmetres quadrats)"": 5}"
ca,Catalan,entity_or_value,162164091.8388 (kilometres),162164091.8388 (kilometres),2,15,1,162164091.8388 (kilòmetres),15,1.0,False,"{""162164091.8388 (kilòmetres)"": 15}"
ca,Catalan,entity_or_value,1622.213 (days),1622.213 (days),2,9,1,1622.213 (dies),9,1.0,False,"{""1622.213 (dies)"": 9}"
ca,Catalan,entity_or_value,16244700.0,16244700.0,2,11,1,16244700.0,11,1.0,False,"{""16244700.0"": 11}"
ca,Catalan,entity_or_value,1634: the baltic war,1634:_The_Baltic_War,2,16,1,1634: la guerra del bàltic,16,1.0,False,"{""1634: la guerra del bàltic"": 16}"
ca,Catalan,entity_or_value,1634: the bavarian crisis,1634:_The_Bavarian_Crisis,2,200,1,1634: la crisi de baviera,200,1.0,False,"{""1634: la crisi de baviera"": 200}"
ca,Catalan,entity_or_value,1634: the galileo affair,1634:_The_Galileo_Affair,2,12,1,1634: l'afer galileu,12,1.0,False,"{""1634: l'afer galileu"": 12}"
ca,Catalan,entity_or_value,1634: the ram rebellion,1634:_The_Ram_Rebellion,2,142,1,1634: la rebel·lió de ram,142,1.0,False,"{""1634: la rebel·lió de ram"": 142}"
ca,Catalan,entity_or_value,1635: the cannon law,1635:_The_Cannon_Law,2,2,1,1635: la llei del canó,2,1.0,False,"{""1635: la llei del canó"": 2}"
ca,Catalan,entity_or_value,164.0 (kelvins),164.0 (kelvins),2,4,1,164.0 (kelvins),4,1.0,False,"{""164.0 (kelvins)"": 4}"
ca,Catalan,entity_or_value,165.33,165.33,2,2,1,165.33,2,1.0,False,"{""165.33"": 2}"
ca,Catalan,entity_or_value,166.0,166.0,2,5,1,166.0,5,1.0,False,"{""166.0"": 5}"
ca,Catalan,entity_or_value,167.94,167.94,2,9,1,167.94,9,1.0,False,"{""167.94"": 9}"
ca,Catalan,entity_or_value,168.0 (kelvins),168.0 (kelvins),2,3,1,168.0 (kelvins),3,1.0,False,"{""168.0 (kelvins)"": 3}"
ca,Catalan,entity_or_value,16800,16800,2,14,1,16800,14,1.0,False,"{""16800"": 14}"
ca,Catalan,entity_or_value,17.28,17.28,2,2,1,17.28,2,1.0,False,"{""17.28"": 2}"
ca,Catalan,entity_or_value,17.73 (kilometreperseconds),17.73 (kilometrePerSeconds),2,2,1,17.73 (quilòmetrepersegons),2,1.0,False,"{""17.73 (quilòmetrepersegons)"": 2}"
ca,Catalan,entity_or_value,17.99 (kilometreperseconds),17.99 (kilometrePerSeconds),2,2,1,17.99 (quilòmetrepersegons),2,1.0,False,"{""17.99 (quilòmetrepersegons)"": 2}"
ca,Catalan,entity_or_value,170.0 (kelvins),170.0 (kelvins),2,5,1,170.0 (kelvins),5,1.0,False,"{""170.0 (kelvins)"": 5}"
ca,Catalan,entity_or_value,1700,"""1700""",2,7,1,1700,7,1.0,False,"{""1700"": 7}"
ca,Catalan,entity_or_value,17000,17000,2,51,1,17000,51,1.0,False,"{""17000"": 51}"
ca,Catalan,entity_or_value,17023,17023,2,8,1,17023,8,1.0,False,"{""17023"": 8}"
ca,Catalan,entity_or_value,1703-05-27,1703-05-27,2,7,1,1703-05-27,7,1.0,False,"{""1703-05-27"": 7}"
ca,Catalan,entity_or_value,17068.8 (millimetres),17068.8 (millimetres),2,57,1,17068.8 (mil·límetres),57,1.0,False,"{""17068.8 (mil·límetres)"": 57}"
ca,Catalan,entity_or_value,171.0 (kelvins),171.0 (kelvins),2,3,1,171.0 (kelvins),3,1.0,False,"{""171.0 (kelvins)"": 3}"
ca,Catalan,entity_or_value,1726-01-01,1726-01-01,2,17,1,1726-01-01,17,1.0,False,"{""1726-01-01"": 17}"
ca,Catalan,entity_or_value,173.0 (kelvins),173.0 (kelvins),2,4,1,173.0 (kelvins),4,1.0,False,"{""173.0 (kelvins)"": 4}"
ca,Catalan,entity_or_value,173.46,173.46,2,2,1,173.46,2,1.0,False,"{""173.46"": 2}"
ca,Catalan,entity_or_value,1732-2421,"""1732-2421""",2,7,1,1732-2421,7,1.0,False,"{""1732-2421"": 7}"
ca,Catalan,entity_or_value,175.26,175.26,2,9,1,175.26,9,1.0,False,"{""175.26"": 9}"
ca,Catalan,entity_or_value,1773.0,1773.0,2,3,1,1773.0,3,1.0,False,"{""1773.0"": 3}"
ca,Catalan,entity_or_value,1776-02-18,1776-02-18,2,19,1,1776-02-18,19,1.0,False,"{""1776-02-18"": 19}"
ca,Catalan,entity_or_value,1776-07-04,1776-07-04,2,5,1,1776-07-04,5,1.0,False,"{""1776-07-04"": 5}"
ca,Catalan,entity_or_value,1777539,1777539,2,17,1,1777539,17,1.0,False,"{""1777539"": 17}"
ca,Catalan,entity_or_value,178.0 (centimetres),178.0 (centimetres),2,9,1,178. 0 (centimetres),9,1.0,False,"{""178. 0 (centimetres)"": 9}"
ca,Catalan,entity_or_value,179.0 (kelvins),179.0 (kelvins),2,2,1,179.0 (kelvins),2,1.0,False,"{""179.0 (kelvins)"": 2}"
ca,Catalan,entity_or_value,1793-10-23,1793-10-23,2,5,1,1793-10-23,5,1.0,False,"{""1793-10-23"": 5}"
ca,Catalan,entity_or_value,179942000.0,179942000.0,2,16,1,179942000.0,16,1.0,False,"{""179942000.0"": 16}"
ca,Catalan,entity_or_value,17l/35r,"""17L/35R""",2,6,1,17l/35r,6,1.0,False,"{""17l/35r"": 6}"
ca,Catalan,entity_or_value,17r/35l,"""17R/35L""",2,4,1,17r/35l,4,1.0,False,"{""17r/35l"": 4}"
ca,Catalan,entity_or_value,18,18,2,3,1,18,3,1.0,False,"{""18"": 3}"
ca,Catalan,entity_or_value,18.0 g,18.0 g,2,11,1,18. 0 g,11,1.0,False,"{""18. 0 g"": 11}"
ca,Catalan,entity_or_value,18.09 (kilometreperseconds),18.09 (kilometrePerSeconds),2,2,1,18.09 (kilòmetrespersegons),2,1.0,False,"{""18.09 (kilòmetrespersegons)"": 2}"
ca,Catalan,entity_or_value,18.29 (kilometreperseconds),18.29 (kilometrePerSeconds),2,10,1,18.29 (quilòmetrepersegons),10,1.0,False,"{""18.29 (quilòmetrepersegons)"": 10}"
ca,Catalan,entity_or_value,18.44 (kilometreperseconds),18.44 (kilometrePerSeconds),2,2,1,18.44 (quilòmetrepersegons),2,1.0,False,"{""18.44 (quilòmetrepersegons)"": 2}"
ca,Catalan,entity_or_value,18.52,18.52,2,12,1,18.52,12,1.0,False,"{""18.52"": 12}"
ca,Catalan,entity_or_value,1800.0,1800.0,2,9,1,1800.0,9,1.0,False,"{""1800.0"": 9}"
ca,Catalan,entity_or_value,1800000000,1800000000,2,13,1,1800000000,13,1.0,False,"{""1800000000"": 13}"
ca,Catalan,entity_or_value,1818.0,1818.0,2,4,1,1818.0,4,1.0,False,"{""1818.0"": 4}"
ca,Catalan,entity_or_value,183309000.0,183309000.0,2,12,1,183309000.0,12,1.0,False,"{""183309000.0"": 12}"
ca,Catalan,entity_or_value,184.0,184.0,2,3,1,184.0,3,1.0,False,"{""184.0"": 3}"
ca,Catalan,entity_or_value,184434000000.0,184434000000.0,2,2,1,184434000000.0,2,1.0,False,"{""184434000000.0"": 2}"
ca,Catalan,entity_or_value,185.0 (centimetres),185.0 (centimetres),2,12,1,185.0 (centimetres),12,1.0,False,"{""185.0 (centimetres)"": 12}"
ca,Catalan,entity_or_value,185.42 (centimetres),185.42 (centimetres),2,3,1,"185,42 (centimetres)",3,1.0,False,"{""185,42 (centimetres)"": 3}"
ca,Catalan,entity_or_value,1850.0 (tonnes),1850.0 (tonnes),2,17,1,1850.0 (tones),17,1.0,False,"{""1850.0 (tones)"": 17}"
ca,Catalan,entity_or_value,1853-03-04,1853-03-04,2,4,1,1853-03-04,4,1.0,False,"{""1853-03-04"": 4}"
ca,Catalan,entity_or_value,1855-05-31,1855-05-31,2,5,1,1855-05-31,5,1.0,False,"{""1855-05-31"": 5}"
ca,Catalan,entity_or_value,1855-07-07,1855-07-07,2,2,1,1855-07-07,2,1.0,False,"{""1855-07-07"": 2}"
ca,Catalan,entity_or_value,1856,1856,2,10,1,1856,10,1.0,False,"{""1856"": 10}"
ca,Catalan,entity_or_value,1856-09-22,1856-09-22,2,16,1,1856-09-22,16,1.0,False,"{""1856-09-22"": 16}"
ca,Catalan,entity_or_value,1857-03-03,1857-03-03,2,11,1,1857-03-03,11,1.0,False,"{""1857-03-03"": 11}"
ca,Catalan,entity_or_value,1857-03-04,1857-03-04,2,4,1,1857-03-04,4,1.0,False,"{""1857-03-04"": 4}"
ca,Catalan,entity_or_value,1862,1862,2,20,1,1862,20,1.0,False,"{""1862"": 20}"
ca,Catalan,entity_or_value,1865-8784,"""1865-8784""",2,3,1,1865-8784,3,1.0,False,"{""1865-8784"": 3}"
ca,Catalan,entity_or_value,1868-08-15,1868-08-15,2,2,1,1868-08-15,2,1.0,False,"{""1868-08-15"": 2}"
ca,Catalan,entity_or_value,1868-11-17,1868-11-17,2,4,1,1868-11-17,4,1.0,False,"{""1868-11-17"": 4}"
ca,Catalan,entity_or_value,1871-01-01,1871-01-01,2,3,1,1871-01-01,3,1.0,False,"{""1871-01-01"": 3}"
ca,Catalan,entity_or_value,1872,1872,2,6,1,1872,6,1.0,False,"{""1872"": 6}"
ca,Catalan,entity_or_value,1873.0,1873.0,2,11,1,1873.0,11,1.0,False,"{""1873.0"": 11}"
ca,Catalan,entity_or_value,1875-03-04,1875-03-04,2,2,1,1875-03-04,2,1.0,False,"{""1875-03-04"": 2}"
ca,Catalan,entity_or_value,1878,1878,2,7,1,1878,7,1.0,False,"{""1878"": 7}"
ca,Catalan,entity_or_value,1886-01-01,1886-01-01,2,2,1,1886-01-01,2,1.0,False,"{""1886-01-01"": 2}"
ca,Catalan,entity_or_value,1890.0 (kilogrampercubicmetres),1890.0 (kilogramPerCubicMetres),2,2,1,"1890,0 (kilograms per mètre cúbic)",2,1.0,False,"{""1890,0 (kilograms per mètre cúbic)"": 2}"
ca,Catalan,entity_or_value,1891-05-20,1891-05-20,2,5,1,1891-05-20,5,1.0,False,"{""1891-05-20"": 5}"
ca,Catalan,entity_or_value,1896-02-01,1896-02-01,2,6,1,1896-02-01,6,1.0,False,"{""1896-02-01"": 6}"
ca,Catalan,entity_or_value,1897,1897,2,2,1,1897,2,1.0,False,"{""1897"": 2}"
ca,Catalan,entity_or_value,1898-06-12,1898-06-12,2,2,1,1898-06-12,2,1.0,False,"{""1898-06-12"": 2}"
ca,Catalan,entity_or_value,18c/36c 'zwanenburgbaan,"""18C/36C 'Zwanenburgbaan'""",2,2,1,18c/36c 'zwanenburgbaan,2,1.0,False,"{""18c/36c 'zwanenburgbaan"": 2}"
ca,Catalan,entity_or_value,18l/36r,"""18L/36R""",2,17,1,18l/36r,17,1.0,False,"{""18l/36r"": 17}"
ca,Catalan,entity_or_value,18r/36l,"""18R/36L""",2,9,1,18r/36l,9,1.0,False,"{""18r/36l"": 9}"
ca,Catalan,entity_or_value,18r/36l 'polderbaan,"""18R/36L 'Polderbaan'""",2,2,1,18r/36l 'polderbaan,2,1.0,False,"{""18r/36l 'polderbaan"": 2}"
ca,Catalan,entity_or_value,19.94 (kilometreperseconds),19.94 (kilometrePerSeconds),2,3,1,19.94 (quilòmetrepersegons),3,1.0,False,"{""19.94 (quilòmetrepersegons)"": 3}"
ca,Catalan,entity_or_value,1901-03-04,1901-03-04,2,12,1,1901-03-04,12,1.0,False,"{""1901-03-04"": 12}"
ca,Catalan,entity_or_value,1901-07-01,1901-07-01,2,4,1,1901-07-01,4,1.0,False,"{""1901-07-01"": 4}"
ca,Catalan,entity_or_value,1904,1904,2,19,1,1904,19,1.0,False,"{""1904"": 19}"
ca,Catalan,entity_or_value,1905-03-04,1905-03-04,2,18,1,1905-03-04,18,1.0,False,"{""1905-03-04"": 18}"
ca,Catalan,entity_or_value,1907-07-11,"""1907-07-11""",2,27,1,1907-07-11,27,1.0,False,"{""1907-07-11"": 27}"
ca,Catalan,entity_or_value,1908-05-02,1908-05-02,2,29,1,1908-05-02,29,1.0,False,"{""1908-05-02"": 29}"
ca,Catalan,entity_or_value,1910-12-25,1910-12-25,2,2,1,1910-12-25,2,1.0,False,"{""1910-12-25"": 2}"
ca,Catalan,entity_or_value,1911,1911,2,8,1,1911,8,1.0,False,"{""1911"": 8}"
ca,Catalan,entity_or_value,1911-01-01,1911-01-01,2,2,1,1911-01-01,2,1.0,False,"{""1911-01-01"": 2}"
ca,Catalan,entity_or_value,1913,1913,2,17,1,1913,17,1.0,False,"{""1913"": 17}"
ca,Catalan,entity_or_value,1913-01-01,1913-01-01,2,31,1,1913-01-01,31,1.0,False,"{""1913-01-01"": 31}"
ca,Catalan,entity_or_value,1913-05-05,1913-05-05,2,5,1,1913-05-05,5,1.0,False,"{""1913-05-05"": 5}"
ca,Catalan,entity_or_value,1914,1914,2,10,1,1914,10,1.0,False,"{""1914"": 10}"
ca,Catalan,entity_or_value,1920-01-01,1920-01-01,2,3,1,1920-01-01,3,1.0,False,"{""1920-01-01"": 3}"
ca,Catalan,entity_or_value,1920-08-16,1920-08-16,2,23,1,1920-08-16,23,1.0,False,"{""1920-08-16"": 23}"
ca,Catalan,entity_or_value,192000.0 (millimetres),192000.0 (millimetres),2,7,1,192000.0 (mil·límetres),7,1.0,False,"{""192000.0 (mil·límetres)"": 7}"
ca,Catalan,entity_or_value,1921-04-11,1921-04-11,2,4,1,1921-04-11,4,1.0,False,"{""1921-04-11"": 4}"
ca,Catalan,entity_or_value,1923,1923,2,5,1,1923,5,1.0,False,"{""1923"": 5}"
ca,Catalan,entity_or_value,1923 nz1951 ob,"""1923 NZ1951 OB""",2,5,1,1923 nz1951 ob,5,1.0,False,"{""1923 nz1951 ob"": 5}"
ca,Catalan,entity_or_value,1923 oaa907 xc,"""1923 OAA907 XC""",2,6,1,1923 oaa907 xc,6,1.0,False,"{""1923 oaa907 xc"": 6}"
ca,Catalan,entity_or_value,1923-11-18,"""1923-11-18""",2,71,1,1923-11-18,71,1.0,False,"{""1923-11-18"": 71}"
ca,Catalan,entity_or_value,19238,19238,2,14,1,19238,14,1.0,False,"{""19238"": 14}"
ca,Catalan,entity_or_value,1927,"""1927""",2,12,1,1927,12,1.0,False,"{""1927"": 12}"
ca,Catalan,entity_or_value,1927-07-23,"""1927-07-23""",2,42,1,1927-07-23,42,1.0,False,"{""1927-07-23"": 42}"
ca,Catalan,entity_or_value,1928,1928,2,41,1,1928,41,1.0,False,"{""1928"": 41}"
ca,Catalan,entity_or_value,1928 pc,"""1928 PC""",2,5,1,1928 pc,5,1.0,False,"{""1928 pc"": 5}"
ca,Catalan,entity_or_value,1928 rq,"""1928 RQ""",2,6,1,1928 rq,6,1.0,False,"{""1928 rq"": 6}"
ca,Catalan,entity_or_value,1928 sj,"""1928 SJ""",2,5,1,1928 sj,5,1.0,False,"{""1928 sj"": 5}"
ca,Catalan,entity_or_value,1929,1929,2,5,1,1929,5,1.0,False,"{""1929"": 5}"
ca,Catalan,entity_or_value,1929-06-11,1929-06-11,2,23,1,1929-06-11,23,1.0,False,"{""1929-06-11"": 23}"
ca,Catalan,entity_or_value,1930,1930,2,5,1,1930,5,1.0,False,"{""1930"": 5}"
ca,Catalan,entity_or_value,1930 st; 1952 he4,"""1930 ST; 1952 HE4""",2,6,1,1930 st; 1952 he4,6,1.0,False,"{""1930 st; 1952 he4"": 6}"
ca,Catalan,entity_or_value,1930-01-20,"""1930-01-20""",2,38,1,1930-01-20,38,1.0,False,"{""1930-01-20"": 38}"
ca,Catalan,entity_or_value,1931,1931,2,17,1,1931,17,1.0,False,"{""1931"": 17}"
ca,Catalan,entity_or_value,1932-03-15,"""1932-03-15""",2,36,1,1932-03-15,36,1.0,False,"{""1932-03-15"": 36}"
ca,Catalan,entity_or_value,1932-07-27,"""1932-07-27""",2,32,1,1932-07-27,32,1.0,False,"{""1932-07-27"": 32}"
ca,Catalan,entity_or_value,1933-10-17,"""1933-10-17""",2,36,1,1933-10-17,36,1.0,False,"{""1933-10-17"": 36}"
ca,Catalan,entity_or_value,1934-01-01,1934-01-01,2,15,1,1934-01-01,15,1.0,False,"{""1934-01-01"": 15}"
ca,Catalan,entity_or_value,1935,1935,2,2,1,1935,2,1.0,False,"{""1935"": 2}"
ca,Catalan,entity_or_value,1936-05-21,1936-05-21,2,9,1,1936-05-21,9,1.0,False,"{""1936-05-21"": 9}"
ca,Catalan,entity_or_value,1937,1937,2,4,1,1937,4,1.0,False,"{""1937"": 4}"
ca,Catalan,entity_or_value,1937-04-27,1937-04-27,2,18,1,1937-04-27,18,1.0,False,"{""1937-04-27"": 18}"
ca,Catalan,entity_or_value,1939-01-03,1939-01-03,2,6,1,1939-01-03,6,1.0,False,"{""1939-01-03"": 6}"
ca,Catalan,entity_or_value,1939-12-08,1939-12-08,2,2,1,1939-12-08,2,1.0,False,"{""1939-12-08"": 2}"
ca,Catalan,entity_or_value,1941,1941,2,5,1,1941,5,1.0,False,"{""1941"": 5}"
ca,Catalan,entity_or_value,1941-07-03,1941-07-03,2,7,1,1941-07-03,7,1.0,False,"{""1941-07-03"": 7}"
ca,Catalan,entity_or_value,1942-01-01,1942-01-01,2,15,1,1942-01-01,15,1.0,False,"{""1942-01-01"": 15}"
ca,Catalan,entity_or_value,1944-07-28,1944-07-28,2,15,1,1944-07-28,15,1.0,False,"{""1944-07-28"": 15}"
ca,Catalan,entity_or_value,1946-12-17,1946-12-17,2,2,1,1946-12-17,2,1.0,False,"{""1946-12-17"": 2}"
ca,Catalan,entity_or_value,1947-01-01,1947-01-01,2,2,1,1947-01-01,2,1.0,False,"{""1947-01-01"": 2}"
ca,Catalan,entity_or_value,1947-03-13,1947-03-13,2,5,1,1947-03-13,5,1.0,False,"{""1947-03-13"": 5}"
ca,Catalan,entity_or_value,1948,1948,2,4,1,1948,4,1.0,False,"{""1948"": 4}"
ca,Catalan,entity_or_value,1949-07-11,1949-07-11,2,2,1,1949-07-11,2,1.0,False,"{""1949-07-11"": 2}"
ca,Catalan,entity_or_value,1950-01-26,1950-01-26,2,2,1,1950-01-26,2,1.0,False,"{""1950-01-26"": 2}"
ca,Catalan,entity_or_value,1953-01-01,1953-01-01,2,2,1,1953-01-01,2,1.0,False,"{""1953-01-01"": 2}"
ca,Catalan,entity_or_value,1953-06-30,1953-06-30,2,9,1,1953-06-30,9,1.0,False,"{""1953-06-30"": 9}"
ca,Catalan,entity_or_value,1954-07-29,1954-07-29,2,11,1,1954-07-29,11,1.0,False,"{""1954-07-29"": 11}"
ca,Catalan,entity_or_value,1955 dodge,1955_Dodge,2,120,1,dodge de 1955,120,1.0,False,"{""dodge de 1955"": 120}"
ca,Catalan,entity_or_value,1955-04-06,1955-04-06,2,2,1,1955-04-06,2,1.0,False,"{""1955-04-06"": 2}"
ca,Catalan,entity_or_value,1956,1956,2,2,1,1956,2,1.0,False,"{""1956"": 2}"
ca,Catalan,entity_or_value,1958,1958,2,15,1,1958,15,1.0,False,"{""1958"": 15}"
ca,Catalan,entity_or_value,1958-01-01,1958-01-01,2,15,1,1958-01-01,15,1.0,False,"{""1958-01-01"": 15}"
ca,Catalan,entity_or_value,1958-11-02,1958-11-02,2,2,1,1958-11-02,2,1.0,False,"{""1958-11-02"": 2}"
ca,Catalan,entity_or_value,1959,1959,2,28,1,1959,28,1.0,False,"{""1959"": 28}"
ca,Catalan,entity_or_value,1959-01-01,1959-01-01,2,14,1,1959-01-01,14,1.0,False,"{""1959-01-01"": 14}"
ca,Catalan,entity_or_value,1960,1960,2,2,1,1960,2,1.0,False,"{""1960"": 2}"
ca,Catalan,entity_or_value,1961,1961,2,6,1,1961,6,1.0,False,"{""1961"": 6}"
ca,Catalan,entity_or_value,1962,1962,2,23,1,1962,23,1.0,False,"{""1962"": 23}"
ca,Catalan,entity_or_value,1963,1963,2,124,1,1963,124,1.0,False,"{""1963"": 124}"
ca,Catalan,entity_or_value,1964,1964,2,7,1,1964,7,1.0,False,"{""1964"": 7}"
ca,Catalan,entity_or_value,1964-10-13,1964-10-13,2,11,1,1964-10-13,11,1.0,False,"{""1964-10-13"": 11}"
ca,Catalan,entity_or_value,1965-01-03,1965-01-03,2,3,1,1965-01-03,3,1.0,False,"{""1965-01-03"": 3}"
ca,Catalan,entity_or_value,1966,1966,2,10,1,1966,10,1.0,False,"{""1966"": 10}"
ca,Catalan,entity_or_value,1966-02-28,"""1966-02-28""",2,32,1,1966-02-28,32,1.0,False,"{""1966-02-28"": 32}"
ca,Catalan,entity_or_value,1967 ed,"""1967 ED""",2,5,1,1967 ed,5,1.0,False,"{""1967 ed"": 5}"
ca,Catalan,entity_or_value,1969-01-25,1969-01-25,2,5,1,1969-01-25,5,1.0,False,"{""1969-01-25"": 5}"
ca,Catalan,entity_or_value,1969-09-01,"""1969-09-01""",2,40,1,1969-09-01,40,1.0,False,"{""1969-09-01"": 40}"
ca,Catalan,entity_or_value,1969: the velvet underground live,1969:_The_Velvet_Underground_Live,2,2,1,1969: the velvet underground live,2,1.0,False,"{""1969: the velvet underground live"": 2}"
ca,Catalan,entity_or_value,1970-03-08,1970-03-08,2,2,1,1970-03-08,2,1.0,False,"{""1970-03-08"": 2}"
ca,Catalan,entity_or_value,1971,1971,2,14,1,1971,14,1.0,False,"{""1971"": 14}"
ca,Catalan,entity_or_value,1971-07-01,"""1971-07-01""",2,3,1,1971-07-01,3,1.0,False,"{""1971-07-01"": 3}"
ca,Catalan,entity_or_value,1972,1972,2,11,1,1972,11,1.0,False,"{""1972"": 11}"
ca,Catalan,entity_or_value,1972550.0,1972550.0,2,2,1,1972550.0,2,1.0,False,"{""1972550.0"": 2}"
ca,Catalan,entity_or_value,1973,"""1973""",2,2,1,1973,2,1.0,False,"{""1973"": 2}"
ca,Catalan,entity_or_value,1974,1974,2,9,1,1974,9,1.0,False,"{""1974"": 9}"
ca,Catalan,entity_or_value,1974-03-04,1974-03-04,2,8,1,1974-03-04,8,1.0,False,"{""1974-03-04"": 8}"
ca,Catalan,entity_or_value,1974-08-01,"""1974-08-01""",2,24,1,1974-08-01,24,1.0,False,"{""1974-08-01"": 24}"
ca,Catalan,entity_or_value,1976,1976,2,17,1,1976,17,1.0,False,"{""1976"": 17}"
ca,Catalan,entity_or_value,1976-07-01,1976-07-01,2,4,1,1976-07-01,4,1.0,False,"{""1976-07-01"": 4}"
ca,Catalan,entity_or_value,1977-01-01,1977-01-01,2,2,1,1977-01-01,2,1.0,False,"{""1977-01-01"": 2}"
ca,Catalan,entity_or_value,1977-11-30,1977-11-30,2,2,1,1977-11-30,2,1.0,False,"{""1977-11-30"": 2}"
ca,Catalan,entity_or_value,1978,"""1978""",2,2,1,1978,2,1.0,False,"{""1978"": 2}"
ca,Catalan,entity_or_value,1978-11-12,1978-11-12,2,3,1,1978-11-12,3,1.0,False,"{""1978-11-12"": 3}"
ca,Catalan,entity_or_value,1979-03-30,1979-03-30,2,23,1,1979-03-30,23,1.0,False,"{""1979-03-30"": 23}"
ca,Catalan,entity_or_value,1980-04-23,"""1980-04-23""",2,17,1,1980-04-23,17,1.0,False,"{""1980-04-23"": 17}"
ca,Catalan,entity_or_value,1981,1981,2,16,1,1981,16,1.0,False,"{""1981"": 16}"
ca,Catalan,entity_or_value,1981-04-03,1981-04-03,2,2,1,1981-04-03,2,1.0,False,"{""1981-04-03"": 2}"
ca,Catalan,entity_or_value,1982,1982,2,8,1,1982,8,1.0,False,"{""1982"": 8}"
ca,Catalan,entity_or_value,1982-07-23,1982-07-23,2,6,1,1982-07-23,6,1.0,False,"{""1982-07-23"": 6}"
ca,Catalan,entity_or_value,1982.0,1982.0,2,7,1,1982.0,7,1.0,False,"{""1982.0"": 7}"
ca,Catalan,entity_or_value,1983,1983,2,11,1,1983,11,1.0,False,"{""1983"": 11}"
ca,Catalan,entity_or_value,1983-10-03,"""1983-10-03""",2,35,1,1983-10-03,35,1.0,False,"{""1983-10-03"": 35}"
ca,Catalan,entity_or_value,1985,1985,2,11,1,1985,11,1.0,False,"{""1985"": 11}"
ca,Catalan,entity_or_value,1986,1986,2,37,1,1986,37,1.0,False,"{""1986"": 37}"
ca,Catalan,entity_or_value,1986 united states bombing of libya,1986_United_States_bombing_of_Libya,2,8,1,operació el dorado canyon,8,1.0,False,"{""operació el dorado canyon"": 8}"
ca,Catalan,entity_or_value,1986-04-15,"""1986-04-15""",2,18,1,1986-04-15,18,1.0,False,"{""1986-04-15"": 18}"
ca,Catalan,entity_or_value,1986-08-11,1986-08-11,2,4,1,1986-08-11,4,1.0,False,"{""1986-08-11"": 4}"
ca,Catalan,entity_or_value,1986-10-12,1986-10-12,2,5,1,1986-10-12,5,1.0,False,"{""1986-10-12"": 5}"
ca,Catalan,entity_or_value,1987,1987,2,16,1,1987,16,1.0,False,"{""1987"": 16}"
ca,Catalan,entity_or_value,1987-02-27,"""1987-02-27""",2,13,1,1987-02-27,13,1.0,False,"{""1987-02-27"": 13}"
ca,Catalan,entity_or_value,1987-08-25,1987-08-25,2,8,1,1987-08-25,8,1.0,False,"{""1987-08-25"": 8}"
ca,Catalan,entity_or_value,1987-09-27,1987-09-27,2,12,1,1987-09-27,12,1.0,False,"{""1987-09-27"": 12}"
ca,Catalan,entity_or_value,1988,1988,2,6,1,1988,6,1.0,False,"{""1988"": 6}"
ca,Catalan,entity_or_value,1988-01-08,1988-01-08,2,6,1,1988-01-08,6,1.0,False,"{""1988-01-08"": 6}"
ca,Catalan,entity_or_value,1988-11-22,"""1988-11-22""",2,5,1,1988-11-22,5,1.0,False,"{""1988-11-22"": 5}"
ca,Catalan,entity_or_value,198803.0,198803.0,2,2,1,198803.0,2,1.0,False,"{""198803.0"": 2}"
ca,Catalan,entity_or_value,1989,1989,2,24,1,1989,24,1.0,False,"{""1989"": 24}"
ca,Catalan,entity_or_value,1989-01-01,1989-01-01,2,13,1,1989-01-01,13,1.0,False,"{""1989-01-01"": 13}"
ca,Catalan,entity_or_value,1989-02-24,1989-02-24,2,19,1,1989-02-24,19,1.0,False,"{""1989-02-24"": 19}"
ca,Catalan,entity_or_value,1989-05-09,1989-05-09,2,3,1,1989-05-09,3,1.0,False,"{""1989-05-09"": 3}"
ca,Catalan,entity_or_value,1989-07-10,1989-07-10,2,15,1,1989-07-10,15,1.0,False,"{""1989-07-10"": 15}"
ca,Catalan,entity_or_value,1990,1990,2,11,1,1990,11,1.0,False,"{""1990"": 11}"
ca,Catalan,entity_or_value,1991-12-09,1991-12-09,2,8,1,1991-12-09,8,1.0,False,"{""1991-12-09"": 8}"
ca,Catalan,entity_or_value,1994,1994,2,5,1,1994,5,1.0,False,"{""1994"": 5}"
ca,Catalan,entity_or_value,1994-06-14,1994-06-14,2,27,1,1994-06-14,27,1.0,False,"{""1994-06-14"": 27}"
ca,Catalan,entity_or_value,1995,1995,2,47,1,1995,47,1.0,False,"{""1995"": 47}"
ca,Catalan,entity_or_value,1995-09-02,1995-09-02,2,8,1,1995-09-02,8,1.0,False,"{""1995-09-02"": 8}"
ca,Catalan,entity_or_value,1996,1996,2,46,1,1996,46,1.0,False,"{""1996"": 46}"
